ostrinia_nubilalis	drosophila_melanogaster
XP_063834909.1	NP_001163487.1
XP_063834912.1	NP_724769.2
XP_063834914.1	NP_788502.1
XP_063834917.1	NP_569947.2
XP_063834920.1	NP_609387.1
XP_063834921.1	NP_649527.1
XP_063834923.1	NP_609913.2
XP_063834925.1	NP_001014705.1
XP_063834926.1	NP_524720.2
XP_063834927.1	NP_650521.1
XP_063834930.1	NP_648982.1
XP_063834932.1	NP_001261833.1
XP_063834933.1	NP_001245414.1
XP_063834936.1	NP_723140.1
XP_063834937.1	NP_001259086.1
XP_063834938.1	NP_001259889.1
XP_063834939.1	NP_651925.1
XP_063834940.1	NP_573139.1
XP_063834941.1	NP_723469.1
XP_063834942.1	NP_572465.1
XP_063834943.1	NP_524634.2
XP_063834945.1	NP_651930.2
XP_063834952.1	NP_524406.1
XP_063834955.1	NP_650585.1
XP_063834957.1	NP_524712.1
XP_063834960.1	NP_001287199.1
XP_063834962.1	NP_733341.1
XP_063834966.1	NP_572293.1
XP_063834968.1	NP_726551.2
XP_063834971.1	NP_726546.1
XP_063834977.1	NP_722840.1
XP_063834978.1	NP_001097751.2
XP_063834979.1	NP_996462.1
XP_063834981.1	NP_650991.1
XP_063834985.1	NP_001138016.1
XP_063834986.1	NP_001033814.1
XP_063834992.1	NP_651877.1
XP_063834996.1	NP_001259072.1
XP_063834997.1	NP_523385.1
XP_063834999.1	NP_001036444.1
XP_063835000.1	NP_651280.1
XP_063835003.1	NP_726549.1
XP_063835004.1	NP_001097533.1
XP_063835007.1	NP_524226.1
XP_063835009.1	NP_476772.1
XP_063835011.1	NP_001259043.1
XP_063835017.1	NP_650524.1
XP_063835025.1	NP_726565.5
XP_063835026.1	NP_001262300.1
XP_063835027.1	NP_648475.1
XP_063835030.1	NP_723075.1
XP_063835037.1	NP_727234.1
XP_063835039.1	NP_608780.1
XP_063835041.1	NP_996137.1
XP_063835049.1	NP_001138067.1
XP_063835051.1	NP_524383.3
XP_063835054.1	NP_647622.1
XP_063835056.1	NP_725373.2
XP_063835058.1	NP_730942.1
XP_063835064.1	NP_001245402.1
XP_063835079.1	NP_001027029.2
XP_063835081.1	NP_001245410.1
XP_063835085.1	NP_726026.1
XP_063835086.1	NP_649089.2
XP_063835090.1	NP_001096910.1
XP_063835094.1	NP_726606.1
XP_063835095.1	NP_729456.1
XP_063835097.1	NP_609677.1
XP_063835104.1	NP_733008.2
XP_063835105.1	NP_001138021.1
XP_063835106.1	NP_996178.1
XP_063835108.1	NP_996363.1
XP_063835117.1	NP_652729.2
XP_063835120.1	NP_647916.1
XP_063835122.1	NP_001259046.1
XP_063835125.1	NP_001245407.1
XP_063835127.1	NP_523417.2
XP_063835132.1	NP_726527.2
XP_063835133.1	NP_001014685.1
XP_063835134.1	NP_001163090.1
XP_063835137.1	NP_649850.1
XP_063835142.1	NP_610032.1
XP_063835158.1	NP_523466.2
XP_063835167.1	NP_001096890.1
XP_063835169.1	NP_001246447.1
XP_063835170.1	NP_649849.1
XP_063835173.1	NP_609237.1
XP_063835177.1	NP_525104.3
XP_063835180.1	NP_001097646.1
XP_063835184.1	NP_523983.1
XP_063835189.1	NP_732811.1
XP_063835193.1	NP_650632.1
XP_063835195.1	NP_523984.1
XP_063835197.1	NP_536736.2
XP_063835198.1	NP_649965.2
XP_063835206.1	NP_651740.1
XP_063835208.1	NP_729119.1
XP_063835209.1	NP_652600.1
XP_063835211.1	NP_001286602.1
XP_063835215.1	NP_476636.1
XP_063835221.1	NP_001260978.1
XP_063835224.1	NP_649476.1
XP_063835225.1	NP_995868.1
XP_063835228.1	NP_650803.1
XP_063835231.1	NP_572242.1
XP_063835232.1	NP_608781.2
XP_063835240.1	NP_788286.1
XP_063835243.1	NP_649508.1
XP_063835244.1	NP_729690.1
XP_063835246.1	NP_648431.3
XP_063835248.1	NP_995894.2
XP_063835253.1	NP_001246890.1
XP_063835254.1	NP_524218.4
XP_063835263.1	NP_001137711.1
XP_063835264.1	NP_001286603.1
XP_063835267.1	NP_477376.1
XP_063835270.1	NP_523817.1
XP_063835271.1	NP_476733.1
XP_063835273.1	NP_648514.1
XP_063835275.1	NP_610270.1
XP_063835276.1	NP_611500.1
XP_063835278.1	NP_001286604.1
XP_063835279.1	NP_728437.1
XP_063835280.1	NP_001163197.1
XP_063835282.1	NP_996246.1
XP_063835283.1	NP_650772.1
XP_063835284.1	NP_732085.1
XP_063835288.1	NP_476630.1
XP_063835290.1	NP_725963.3
XP_063835291.1	NP_523837.2
XP_063835294.1	NP_651296.1
XP_063835295.1	NP_610899.1
XP_063835296.1	NP_732014.2
XP_063835297.1	NP_650432.1
XP_063835298.1	NP_611157.1
XP_063835299.1	NP_788908.1
XP_063835301.1	NP_611603.3
XP_063835307.1	NP_611237.2
XP_063835314.1	NP_651272.1
XP_063835316.1	NP_651439.2
XP_063835317.1	NP_648224.1
XP_063835320.1	NP_523773.1
XP_063835321.1	NP_572225.1
XP_063835323.1	NP_611605.1
XP_063835326.1	NP_570012.1
XP_063835327.1	NP_730511.1
XP_063835335.1	NP_610613.1
XP_063835338.1	NP_477060.1
XP_063835339.1	NP_477034.1
XP_063835341.1	NP_726844.1
XP_063835342.1	NP_524016.4
XP_063835343.1	NP_001162642.1
XP_063835344.1	NP_001261075.1
XP_063835348.1	NP_731688.2
XP_063835350.1	NP_610901.1
XP_063835351.1	NP_726100.1
XP_063835352.1	NP_569952.2
XP_063835354.1	NP_726104.1
XP_063835355.1	NP_001137737.1
XP_063835360.1	NP_476646.2
XP_063835361.1	NP_729661.1
XP_063835362.1	NP_001163505.1
XP_063835366.1	NP_001261414.1
XP_063835370.1	NP_611453.2
XP_063835371.1	NP_732647.1
XP_063835378.1	NP_730566.1
XP_063835386.1	NP_611665.1
XP_063835387.1	NP_728924.2
XP_063835391.1	NP_731954.1
XP_063835392.1	NP_001188656.1
XP_063835397.1	NP_001259347.1
XP_063835401.1	NP_648325.2
XP_063835402.1	NP_573335.1
XP_063835409.1	NP_650519.1
XP_063835412.1	NP_649582.1
XP_063835419.1	NP_611397.1
XP_063835420.1	NP_650976.1
XP_063835427.1	NP_728667.1
XP_063835430.1	NP_649507.1
XP_063835434.1	NP_001261097.1
XP_063835435.1	NP_995821.1
XP_063835436.1	NP_648268.1
XP_063835440.1	NP_652031.2
XP_063835441.1	NP_651209.1
XP_063835442.1	NP_611601.2
XP_063835445.1	NP_649169.3
XP_063835447.1	NP_611838.1
XP_063835448.1	NP_723543.1
XP_063835450.1	NP_523993.1
XP_063835452.1	NP_001259621.1
XP_063835453.1	NP_523372.2
XP_063835457.1	NP_723475.1
XP_063835458.1	NP_476992.1
XP_063835459.1	NP_001260441.1
XP_063835460.1	NP_511093.2
XP_063835461.1	NP_524815.1
XP_063835462.1	NP_610421.1
XP_063835464.1	NP_612103.1
XP_063835465.1	NP_728923.2
XP_063835473.1	NP_608375.1
XP_063835474.1	NP_648188.2
XP_063835480.1	NP_726153.2
XP_063835482.1	NP_001246429.1
XP_063835487.1	NP_788568.1
XP_063835494.1	NP_608779.1
XP_063835498.1	NP_731316.2
XP_063835507.1	NP_650029.1
XP_063835511.1	NP_728961.2
XP_063835513.1	NP_611016.2
XP_063835517.1	NP_995747.1
XP_063835519.1	NP_726038.1
XP_063835520.1	NP_726037.1
XP_063835522.1	NP_001097135.1
XP_063835523.1	NP_001286411.1
XP_063835533.1	NP_001286729.1
XP_063835537.1	NP_608668.2
XP_063835538.1	NP_524713.1
XP_063835539.1	NP_001097063.1
XP_063835540.1	NP_477320.1
XP_063835541.1	NP_001097800.1
XP_063835542.1	NP_524127.2
XP_063835545.1	NP_001033973.1
XP_063835546.1	NP_477146.1
XP_063835548.1	NP_611304.1
XP_063835553.1	NP_001263083.1
XP_063835555.1	NP_001246471.1
XP_063835556.1	NP_610391.1
XP_063835570.1	NP_608825.2
XP_063835572.1	NP_001286461.1
XP_063835574.1	NP_788479.1
XP_063835576.1	NP_001261588.1
XP_063835577.1	NP_647851.3
XP_063835578.1	NP_001104382.3
XP_063835581.1	NP_725096.2
XP_063835584.1	NP_730597.1
XP_063835594.1	NP_724569.1
XP_063835595.1	NP_569960.2
XP_063835596.1	NP_524229.1
XP_063835597.1	NP_610431.1
XP_063835598.1	NP_724427.1
XP_063835601.1	NP_001260896.1
XP_063835602.1	NP_001097270.1
XP_063835605.1	NP_610439.1
XP_063835610.1	NP_523670.2
XP_063835612.1	NP_001260792.1
XP_063835613.1	NP_001261281.1
XP_063835614.1	NP_650429.1
XP_063835615.1	NP_648165.1
XP_063835617.1	NP_995992.1
XP_063835620.1	NP_725189.1
XP_063835621.1	NP_610948.2
XP_063835622.1	NP_647798.1
XP_063835623.1	NP_610688.1
XP_063835626.1	NP_728484.1
XP_063835627.1	NP_609228.2
XP_063835628.1	NP_001261142.1
XP_063835629.1	NP_477189.1
XP_063835633.1	NP_611650.2
XP_063835634.1	NP_725185.1
XP_063835638.1	NP_647746.1
XP_063835649.1	NP_726584.1
XP_063835658.1	NP_649430.1
XP_063835668.1	NP_724396.1
XP_063835670.1	NP_723806.1
XP_063835673.1	NP_511079.1
XP_063835675.1	NP_725103.1
XP_063835689.1	NP_732900.1
XP_063835693.1	NP_732147.1
XP_063835694.1	NP_001246496.1
XP_063835696.1	NP_996064.1
XP_063835709.1	NP_523974.3
XP_063835711.1	NP_725059.1
XP_063835715.1	NP_524118.1
XP_063835720.1	NP_611348.1
XP_063835725.1	NP_536793.1
XP_063835727.1	NP_476609.1
XP_063835728.1	NP_611209.1
XP_063835732.1	NP_608802.2
XP_063835733.1	NP_477059.2
XP_063835735.1	NP_001260900.1
XP_063835736.1	NP_525117.2
XP_063835739.1	NP_609571.1
XP_063835741.1	NP_001137646.1
XP_063835743.1	NP_611382.1
XP_063835747.1	NP_001261560.1
XP_063835761.1	NP_647797.1
XP_063835763.1	NP_728855.1
XP_063835767.1	NP_001097546.2
XP_063835775.1	NP_649161.1
XP_063835781.1	NP_648910.1
XP_063835786.1	NP_610871.1
XP_063835787.1	NP_610865.1
XP_063835793.1	NP_725595.1
XP_063835800.1	NP_523813.1
XP_063835801.1	NP_648549.1
XP_063835802.1	NP_611985.2
XP_063835804.1	NP_995939.1
XP_063835808.1	NP_001262868.1
XP_063835809.1	NP_608711.3
XP_063835813.1	NP_648911.1
XP_063835817.1	NP_649806.2
XP_063835818.1	NP_730922.1
XP_063835821.1	NP_477298.2
XP_063835824.1	NP_610435.4
XP_063835828.1	NP_611086.1
XP_063835841.1	NP_788303.1
XP_063835843.1	NP_610441.2
XP_063835846.1	NP_724895.1
XP_063835848.1	NP_001246226.2
XP_063835849.1	NP_788288.1
XP_063835851.1	NP_726461.1
XP_063835852.1	NP_001246799.1
XP_063835855.1	NP_523857.1
XP_063835857.1	NP_611345.1
XP_063835860.1	NP_001334717.1
XP_063835862.1	NP_610395.1
XP_063835866.1	NP_608729.1
XP_063835873.1	NP_611952.1
XP_063835875.1	NP_610454.2
XP_063835876.1	NP_652500.1
XP_063835877.1	NP_651768.1
XP_063835878.1	NP_724623.1
XP_063835879.1	NP_523707.1
XP_063835881.1	NP_001097236.2
XP_063835884.1	NP_525103.2
XP_063835885.1	NP_569963.1
XP_063835892.1	NP_001189248.1
XP_063835893.1	NP_652049.1
XP_063835894.1	NP_611491.2
XP_063835897.1	NP_611982.2
XP_063835899.1	NP_726471.1
XP_063835900.1	NP_611346.1
XP_063835901.1	NP_650820.1
XP_063835903.1	NP_610394.2
XP_063835904.1	NP_477215.1
XP_063835905.1	NP_610434.1
XP_063835907.1	NP_650865.1
XP_063835908.1	NP_733372.1
XP_063835912.1	NP_648508.1
XP_063835913.1	NP_608692.1
XP_063835915.1	NP_610484.1
XP_063835916.1	NP_728931.1
XP_063835918.1	NP_610547.1
XP_063835919.1	NP_648164.1
XP_063835920.1	NP_995781.1
XP_063835922.1	NP_651851.1
XP_063835924.1	NP_569965.1
XP_063835926.1	NP_728934.1
XP_063835927.1	NP_511165.1
XP_063835928.1	NP_722855.1
XP_063835931.1	NP_725229.1
XP_063835932.1	NP_610591.1
XP_063835933.1	NP_001246598.1
XP_063835937.1	NP_608425.1
XP_063835938.1	NP_001104460.2
XP_063835948.1	NP_609888.2
XP_063835950.1	NP_650449.1
XP_063835951.1	NP_001368967.1
XP_063835964.1	NP_650523.1
XP_063835975.1	NP_524211.1
XP_063835977.1	NP_524454.2
XP_063835981.1	NP_651286.3
XP_063835987.1	NP_649882.1
XP_063835996.1	NP_651593.1
XP_063835998.1	NP_651636.1
XP_063835999.1	NP_651187.2
XP_063836003.1	NP_523380.2
XP_063836006.1	NP_524453.1
XP_063836007.1	NP_609240.2
XP_063836009.1	NP_651480.1
XP_063836019.1	NP_733245.1
XP_063836028.1	NP_524740.2
XP_063836033.1	NP_651685.2
XP_063836037.1	NP_001245843.1
XP_063836041.1	NP_001260140.1
XP_063836043.1	NP_651092.1
XP_063836049.1	NP_524071.2
XP_063836055.1	NP_730816.3
XP_063836056.1	NP_001163028.1
XP_063836057.1	NP_610706.1
XP_063836058.1	NP_524334.1
XP_063836060.1	NP_477229.3
XP_063836061.1	NP_651088.1
XP_063836064.1	NP_001285304.1
XP_063836066.1	NP_733166.1
XP_063836068.1	NP_648777.1
XP_063836069.1	NP_608872.1
XP_063836072.1	NP_996242.1
XP_063836074.1	NP_648358.2
XP_063836134.1	NP_731755.2
XP_063836135.1	NP_476712.1
XP_063836136.1	NP_650247.1
XP_063836142.1	NP_651110.1
XP_063836153.1	NP_651295.1
XP_063836161.1	NP_001036734.1
XP_063836164.1	NP_649239.1
XP_063836166.1	NP_572777.2
XP_063836169.1	NP_650447.1
XP_063836170.1	NP_732839.1
XP_063836172.1	NP_524303.2
XP_063836173.1	NP_001097670.1
XP_063836174.1	NP_524338.2
XP_063836175.1	NP_647838.1
XP_063836178.1	NP_733436.1
XP_063836194.1	NP_732501.1
XP_063836199.1	NP_610055.1
XP_063836205.1	NP_001163756.2
XP_063836212.1	NP_001097763.1
XP_063836214.1	NP_001188778.1
XP_063836215.1	NP_523833.1
XP_063836217.1	NP_610174.1
XP_063836219.1	NP_729428.1
XP_063836223.1	NP_996018.2
XP_063836227.1	NP_609032.1
XP_063836228.1	NP_648689.1
XP_063836236.1	NP_650915.1
XP_063836238.1	NP_651353.1
XP_063836239.1	NP_730788.1
XP_063836240.1	NP_648416.1
XP_063836242.1	NP_572532.1
XP_063836266.1	NP_611252.1
XP_063836276.1	NP_476684.1
XP_063836289.1	NP_001263096.1
XP_063836292.1	NP_001014684.1
XP_063836294.1	NP_609370.2
XP_063836295.1	NP_608733.1
XP_063836300.1	NP_651468.1
XP_063836301.1	NP_649071.1
XP_063836302.1	NP_732949.1
XP_063836304.1	NP_001014569.1
XP_063836305.1	NP_524220.1
XP_063836306.1	NP_652072.1
XP_063836309.1	NP_609782.2
XP_063836315.1	NP_611837.1
XP_063836316.1	NP_651284.1
XP_063836317.1	NP_726394.1
XP_063836318.1	NP_727689.1
XP_063836319.1	NP_523893.1
XP_063836325.1	NP_477409.1
XP_063836326.1	NP_609218.1
XP_063836327.1	NP_731172.2
XP_063836328.1	NP_610483.1
XP_063836329.1	NP_731864.1
XP_063836330.1	NP_647776.1
XP_063836332.1	NP_649789.1
XP_063836333.1	NP_524163.1
XP_063836334.1	NP_731170.2
XP_063836335.1	NP_650917.1
XP_063836336.1	NP_609062.2
XP_063836337.1	NP_524538.2
XP_063836338.1	NP_650252.1
XP_063836339.1	NP_001260225.1
XP_063836340.1	NP_001285741.1
XP_063836348.1	NP_649005.1
XP_063836351.1	NP_725699.1
XP_063836360.1	NP_001163108.1
XP_063836363.1	NP_651287.4
XP_063836368.1	NP_650026.1
XP_063836370.1	NP_996244.1
XP_063836371.1	NP_001262428.1
XP_063836375.1	NP_730271.1
XP_063836376.1	NP_524219.1
XP_063836378.1	NP_524547.1
XP_063836379.1	NP_477205.1
XP_063836383.1	NP_001262620.1
XP_063836386.1	NP_524613.1
XP_063836387.1	NP_647899.1
XP_063836395.1	NP_001036597.1
XP_063836396.1	NP_648919.1
XP_063836399.1	NP_650430.1
XP_063836402.1	NP_001097280.2
XP_063836403.1	NP_001033848.1
XP_063836415.1	NP_648570.1
XP_063836416.1	NP_001262631.1
XP_063836417.1	NP_572756.3
XP_063836420.1	NP_477035.1
XP_063836424.1	NP_995728.2
XP_063836427.1	NP_611646.1
XP_063836429.1	NP_572759.1
XP_063836432.1	NP_728672.1
XP_063836433.1	NP_726092.1
XP_063836434.1	NP_726049.1
XP_063836437.1	NP_001259056.1
XP_063836444.1	NP_732098.1
XP_063836446.1	NP_611066.1
XP_063836449.1	NP_730989.2
XP_063836454.1	NP_648814.3
XP_063836455.1	NP_001286830.1
XP_063836459.1	NP_001014668.1
XP_063836461.1	NP_572383.1
XP_063836462.1	NP_651624.2
XP_063836463.1	NP_001259887.1
XP_063836464.1	NP_724285.1
XP_063836465.1	NP_726586.1
XP_063836467.1	NP_524523.2
XP_063836468.1	NP_649916.1
XP_063836469.1	NP_651976.1
XP_063836470.1	NP_476597.2
XP_063836471.1	NP_724352.1
XP_063836478.1	NP_573091.1
XP_063836480.1	NP_611966.3
XP_063836485.1	NP_523786.2
XP_063836486.1	NP_723022.1
XP_063836491.1	NP_724424.1
XP_063836494.1	NP_609408.1
XP_063836515.1	NP_724201.1
XP_063836516.1	NP_608876.1
XP_063836517.1	NP_787982.1
XP_063836528.1	NP_649214.1
XP_063836529.1	NP_001036401.1
XP_063836537.1	NP_573264.2
XP_063836539.1	NP_001097477.1
XP_063836542.1	NP_724348.1
XP_063836553.1	NP_611143.1
XP_063836556.1	NP_572276.1
XP_063836557.1	NP_611140.3
XP_063836558.1	NP_525122.1
XP_063836564.1	NP_732899.1
XP_063836565.1	NP_610922.1
XP_063836566.1	NP_996123.3
XP_063836568.1	NP_648447.2
XP_063836580.1	NP_610342.1
XP_063836584.1	NP_001285527.1
XP_063836585.1	NP_731967.2
XP_063836586.1	NP_648019.2
XP_063836587.1	NP_523713.2
XP_063836588.1	NP_788861.1
XP_063836589.1	NP_726560.5
XP_063836590.1	NP_001163784.1
XP_063836591.1	NP_476658.1
XP_063836593.1	NP_609199.1
XP_063836594.1	NP_477025.1
XP_063836595.1	NP_726539.1
XP_063836597.1	NP_610445.1
XP_063836599.1	NP_649783.2
XP_063836601.1	NP_649848.2
XP_063836603.1	NP_651926.1
XP_063836604.1	NP_611992.3
XP_063836605.1	NP_476594.1
XP_063836608.1	NP_722590.2
XP_063836610.1	NP_476650.1
XP_063836611.1	NP_648535.2
XP_063836612.1	NP_649774.1
XP_063836613.1	NP_001356914.1
XP_063836616.1	NP_611359.1
XP_063836617.1	NP_524618.1
XP_063836619.1	NP_723576.1
XP_063836626.1	NP_001104480.2
XP_063836627.1	NP_726651.1
XP_063836628.1	NP_001097924.1
XP_063836630.1	NP_611925.2
XP_063836633.1	NP_727638.2
XP_063836634.1	NP_788401.2
XP_063836637.1	NP_650592.1
XP_063836638.1	NP_651825.4
XP_063836640.1	NP_727293.1
XP_063836641.1	NP_477483.1
XP_063836642.1	NP_609876.2
XP_063836644.1	NP_609787.2
XP_063836645.1	NP_650742.2
XP_063836646.1	NP_001368989.1
XP_063836649.1	NP_726679.1
XP_063836653.1	NP_611496.1
XP_063836654.1	NP_611863.1
XP_063836655.1	NP_651652.2
XP_063836672.1	NP_788727.1
XP_063836674.1	NP_647758.1
XP_063836677.1	NP_001097173.1
XP_063836678.1	NP_651919.3
XP_063836682.1	NP_723722.2
XP_063836683.1	NP_611074.1
XP_063836686.1	NP_724856.1
XP_063836687.1	NP_726504.2
XP_063836689.1	NP_731334.1
XP_063836702.1	NP_649212.2
XP_063836703.1	NP_610201.1
XP_063836705.1	NP_523465.2
XP_063836707.1	NP_727328.1
XP_063836726.1	NP_730525.2
XP_063836730.1	NP_732982.1
XP_063836731.1	NP_001262961.1
XP_063836732.1	NP_647737.1
XP_063836733.1	NP_001245807.1
XP_063836734.1	NP_608332.2
XP_063836738.1	NP_001261017.1
XP_063836745.1	NP_725957.2
XP_063836753.1	NP_611908.2
XP_063836754.1	NP_651410.1
XP_063836755.1	NP_648818.3
XP_063836756.1	NP_996292.2
XP_063836762.1	NP_729978.1
XP_063836763.1	NP_523934.1
XP_063836764.1	NP_725921.1
XP_063836769.1	NP_609644.1
XP_063836773.1	NP_611592.2
XP_063836777.1	NP_477479.1
XP_063836779.1	NP_650701.1
XP_063836780.1	NP_524061.1
XP_063836781.1	NP_523759.1
XP_063836782.1	NP_728189.1
XP_063836784.1	NP_524870.1
XP_063836785.1	NP_611099.2
XP_063836788.1	NP_572918.1
XP_063836789.1	NP_609849.2
XP_063836790.1	NP_572707.4
XP_063836791.1	NP_001369028.1
XP_063836793.1	NP_651750.1
XP_063836804.1	NP_572872.1
XP_063836805.1	NP_648990.1
XP_063836806.1	NP_001262314.1
XP_063836811.1	NP_536750.2
XP_063836814.1	NP_001097492.2
XP_063836817.1	NP_001262771.1
XP_063836819.1	NP_610239.1
XP_063836827.1	NP_001263084.1
XP_063836828.1	NP_731898.1
XP_063836829.1	NP_649156.1
XP_063836830.1	NP_511118.2
XP_063836831.1	NP_733152.1
XP_063836836.1	NP_001284791.1
XP_063836838.1	NP_650591.1
XP_063836843.1	NP_727821.2
XP_063836847.1	NP_725888.2
XP_063836849.1	NP_650328.1
XP_063836850.1	NP_524331.2
XP_063836852.1	NP_733363.1
XP_063836855.1	NP_733360.1
XP_063836858.1	NP_001260942.1
XP_063836859.1	NP_651397.1
XP_063836861.1	NP_001287308.1
XP_063836862.1	NP_729680.1
XP_063836864.1	NP_477226.2
XP_063836865.1	NP_651663.1
XP_063836869.1	NP_724096.1
XP_063836871.1	NP_608336.1
XP_063836874.1	NP_650287.3
XP_063836875.1	NP_610886.2
XP_063836876.1	NP_610269.1
XP_063836877.1	NP_788583.1
XP_063836879.1	NP_727449.1
XP_063836880.1	NP_536776.2
XP_063836886.1	NP_609405.2
XP_063836887.1	NP_647889.2
XP_063836888.1	NP_648879.1
XP_063836889.1	NP_731771.3
XP_063836891.1	NP_651467.1
XP_063836893.1	NP_732305.1
XP_063836900.1	NP_572454.2
XP_063836903.1	NP_524430.1
XP_063836904.1	NP_569916.1
XP_063836906.1	NP_525120.1
XP_063836908.1	NP_476980.1
XP_063836912.1	NP_572709.1
XP_063836913.1	NP_001263165.1
XP_063836922.1	NP_729979.1
XP_063836924.1	NP_608834.1
XP_063836930.1	NP_001286818.1
XP_063836931.1	NP_611880.3
XP_063836932.1	NP_726415.1
XP_063836934.1	NP_001260956.1
XP_063836938.1	NP_477082.1
XP_063836942.1	NP_731903.1
XP_063836943.1	NP_731311.1
XP_063836944.1	NP_649835.1
XP_063836946.1	NP_611258.2
XP_063836950.1	NP_650064.1
XP_063836951.1	NP_609330.1
XP_063836969.1	NP_611756.1
XP_063837009.1	NP_611429.1
XP_063837010.1	NP_001287534.1
XP_063837014.1	NP_001014746.1
XP_063837016.1	NP_650196.1
XP_063837017.1	NP_524182.3
XP_063837019.1	NP_648484.1
XP_063837022.1	NP_524774.1
XP_063837026.1	NP_732076.1
XP_063837028.1	NP_650543.1
XP_063837029.1	NP_001288144.1
XP_063837030.1	NP_650547.1
XP_063837034.1	NP_609339.1
XP_063837035.1	NP_524328.1
XP_063837036.1	NP_477463.1
XP_063837041.1	NP_001097640.1
XP_063837042.1	NP_649327.2
XP_063837043.1	NP_610687.1
XP_063837046.1	NP_728324.1
XP_063837049.1	NP_524327.1
XP_063837063.1	NP_649352.1
XP_063837065.1	NP_610200.1
XP_063837067.1	NP_610679.1
XP_063837069.1	NP_650471.2
XP_063837070.1	NP_651083.2
XP_063837074.1	NP_647792.1
XP_063837076.1	NP_726649.3
XP_063837077.1	NP_651883.1
XP_063837078.1	NP_733339.1
XP_063837079.1	NP_572363.1
XP_063837088.1	NP_609088.1
XP_063837102.1	NP_572338.1
XP_063837116.1	NP_609374.1
XP_063837117.1	NP_727641.1
XP_063837120.1	NP_724770.1
XP_063837127.1	NP_001188596.1
XP_063837128.1	NP_572170.1
XP_063837129.1	NP_725514.2
XP_063837130.1	NP_523741.2
XP_063837131.1	NP_001262104.1
XP_063837132.1	NP_611783.1
XP_063837141.1	NP_788761.1
XP_063837145.1	NP_523387.1
XP_063837156.1	NP_730178.1
XP_063837174.1	NP_001245670.1
XP_063837175.1	NP_477019.1
XP_063837188.1	NP_730270.1
XP_063837190.1	NP_572372.1
XP_063837235.1	NP_648441.1
XP_063837239.1	NP_001261594.1
XP_063837240.1	NP_723142.1
XP_063837241.1	NP_726474.1
XP_063837249.1	NP_001188955.2
XP_063837253.1	NP_477341.2
XP_063837256.1	NP_001303502.1
XP_063837259.1	NP_728806.1
XP_063837262.1	NP_648162.2
XP_063837263.1	NP_001285666.1
XP_063837264.1	NP_729159.2
XP_063837266.1	NP_523720.2
XP_063837273.1	NP_647729.1
XP_063837274.1	NP_001287646.1
XP_063837278.1	NP_572843.2
XP_063837285.1	NP_649692.2
XP_063837286.1	NP_608787.1
XP_063837290.1	NP_995977.1
XP_063837291.1	NP_476855.1
XP_063837292.1	NP_729510.1
XP_063837293.1	NP_001189078.1
XP_063837295.1	NP_609645.2
XP_063837299.1	NP_001303449.2
XP_063837300.1	NP_612080.1
XP_063837304.1	NP_523991.2
XP_063837305.1	NP_001014587.1
XP_063837312.1	NP_523939.1
XP_063837313.1	NP_611070.1
XP_063837314.1	NP_477081.1
XP_063837318.1	NP_788766.1
XP_063837319.1	NP_611289.2
XP_063837321.1	NP_611072.2
XP_063837323.1	NP_611588.1
XP_063837324.1	NP_647732.1
XP_063837325.1	NP_652374.2
XP_063837342.1	NP_648054.2
XP_063837343.1	NP_525110.2
XP_063837344.1	NP_524126.1
XP_063837345.1	NP_001097002.1
XP_063837349.1	NP_610642.2
XP_063837351.1	NP_001137643.1
XP_063837352.1	NP_001137642.1
XP_063837353.1	NP_001286309.1
XP_063837354.1	NP_476759.1
XP_063837355.1	NP_476758.1
XP_063837356.1	NP_001261191.1
XP_063837358.1	NP_001261552.1
XP_063837362.1	NP_001286975.1
XP_063837363.1	NP_511136.2
XP_063837364.1	NP_001036282.1
XP_063837368.1	NP_001027401.1
XP_063837369.1	NP_001246786.1
XP_063837373.1	NP_730099.2
XP_063837375.1	NP_727881.1
XP_063837376.1	NP_001401037.1
XP_063837377.1	NP_996067.1
XP_063837380.1	NP_729803.1
XP_063837382.1	NP_573180.1
XP_063837384.1	NP_523874.1
XP_063837385.1	NP_001247008.1
XP_063837391.1	NP_523394.1
XP_063837393.1	NP_647897.2
XP_063837400.1	NP_648149.1
XP_063837402.1	NP_001246669.1
XP_063837405.1	NP_726489.2
XP_063837406.1	NP_524227.1
XP_063837410.1	NP_476848.1
XP_063837416.1	NP_524174.1
XP_063837417.1	NP_729801.1
XP_063837419.1	NP_524451.1
XP_063837424.1	NP_477469.1
XP_063837427.1	NP_724873.1
XP_063837428.1	NP_731529.1
XP_063837430.1	NP_001097254.1
XP_063837433.1	NP_524625.3
XP_063837434.1	NP_524996.1
XP_063837436.1	NP_001259785.1
XP_063837437.1	NP_524655.1
XP_063837439.1	NP_610852.1
XP_063837441.1	NP_729468.2
XP_063837448.1	NP_609611.1
XP_063837449.1	NP_476896.1
XP_063837456.1	NP_001259400.1
XP_063837459.1	NP_477482.2
XP_063837461.1	NP_650136.1
XP_063837463.1	NP_729405.1
XP_063837464.1	NP_001246681.1
XP_063837465.1	NP_570089.1
XP_063837466.1	NP_536731.1
XP_063837468.1	NP_001261480.1
XP_063837471.1	NP_995944.1
XP_063837473.1	NP_649494.1
XP_063837479.1	NP_611850.1
XP_063837481.1	NP_724802.1
XP_063837483.1	NP_001246218.1
XP_063837484.1	NP_001188891.1
XP_063837491.1	NP_001137934.1
